year,usda_tfp_c_7m_1_yearly,usda_tfp_c_1_yearly,usda_tfp_c_1_2_yearly,usda_tfp_c_2_yearly,usda_tfp_c_2_3_yearly,usda_tfp_c_3_5_yearly,usda_tfp_c_4_5_yearly,usda_tfp_c_6_8_yearly,usda_tfp_c_9_11_yearly,usda_tfp_f_12_13_yearly,usda_tfp_f_12_19_yearly,usda_tfp_f_14_18_yearly,usda_tfp_f_19_50_yearly,usda_tfp_f_20_50_yearly,usda_tfp_f_20_54_yearly,usda_tfp_f_51_70_yearly,usda_tfp_f_51_plus_yearly,usda_tfp_f_55_plus_yearly,usda_tfp_f_71_plus_yearly,usda_tfp_f_nursing_yearly,usda_tfp_f_pregnant_yearly,usda_tfp_m_12_13_yearly,usda_tfp_m_12_14_yearly,usda_tfp_m_14_18_yearly,usda_tfp_m_15_19_yearly,usda_tfp_m_19_50_yearly,usda_tfp_m_20_50_yearly,usda_tfp_m_20_54_yearly,usda_tfp_m_51_70_yearly,usda_tfp_m_51_plus_yearly,usda_tfp_m_55_plus_yearly,usda_tfp_m_71_plus_yearly,usda_tfp_fam2_19_50_yearly,usda_tfp_fam2_20_50_yearly,usda_tfp_fam2_20_54_yearly,usda_tfp_fam2_51_70_yearly,usda_tfp_fam2_51_plus_yearly,usda_tfp_fam2_55_plus_yearly,usda_tfp_fam4_12_35_yearly,usda_tfp_fam4_2_35_yearly,usda_tfp_fam4_23_45_yearly,usda_tfp_fam4_68_911_yearly,usda_lcp_c_7m_1_yearly,usda_lcp_c_u1_yearly,usda_lcp_c_1_yearly,usda_lcp_c_1_2_yearly,usda_lcp_c_2_yearly,usda_lcp_c_2_3_yearly,usda_lcp_c_3_5_yearly,usda_lcp_c_4_5_yearly,usda_lcp_c_6_8_yearly,usda_lcp_c_9_11_yearly,usda_lcp_f_9_11_yearly,usda_lcp_f_12_13_yearly,usda_lcp_f_12_14_yearly,usda_lcp_f_12_19_yearly,usda_lcp_f_14_18_yearly,usda_lcp_f_15_19_yearly,usda_lcp_f_19_50_yearly,usda_lcp_f_20_34_yearly,usda_lcp_f_20_50_yearly,usda_lcp_f_20_54_yearly,usda_lcp_f_35_54_yearly,usda_lcp_f_51_70_yearly,usda_lcp_f_51_plus_yearly,usda_lcp_f_55_74_yearly,usda_lcp_f_55_plus_yearly,usda_lcp_f_71_plus_yearly,usda_lcp_f_75_plus_yearly,usda_lcp_f_nursing_yearly,usda_lcp_f_pregnant_yearly,usda_lcp_m_9_11_yearly,usda_lcp_m_12_13_yearly,usda_lcp_m_12_14_yearly,usda_lcp_m_14_18_yearly,usda_lcp_m_15_19_yearly,usda_lcp_m_19_50_yearly,usda_lcp_m_20_34_yearly,usda_lcp_m_20_50_yearly,usda_lcp_m_20_54_yearly,usda_lcp_m_35_54_yearly,usda_lcp_m_51_70_yearly,usda_lcp_m_51_plus_yearly,usda_lcp_m_55_74_yearly,usda_lcp_m_55_plus_yearly,usda_lcp_m_71_plus_yearly,usda_lcp_m_75_plus_yearly,usda_lcp_fam2_19_50_yearly,usda_lcp_fam2_20_35_yearly,usda_lcp_fam2_20_50_yearly,usda_lcp_fam2_20_54_yearly,usda_lcp_fam2_51_70_yearly,usda_lcp_fam2_51_plus_yearly,usda_lcp_fam2_55_75_yearly,usda_lcp_fam2_55_plus_yearly,usda_lcp_fam4_12_35_yearly,usda_lcp_fam4_2_35_yearly,usda_lcp_fam4_23_45_yearly,usda_lcp_fam4_68_911_yearly,usda_mcp_c_7m_1_yearly,usda_mcp_c_u1_yearly,usda_mcp_c_1_yearly,usda_mcp_c_1_2_yearly,usda_mcp_c_2_yearly,usda_mcp_c_2_3_yearly,usda_mcp_c_3_5_yearly,usda_mcp_c_4_5_yearly,usda_mcp_c_6_8_yearly,usda_mcp_c_9_11_yearly,usda_mcp_f_9_11_yearly,usda_mcp_f_12_13_yearly,usda_mcp_f_12_14_yearly,usda_mcp_f_12_19_yearly,usda_mcp_f_14_18_yearly,usda_mcp_f_15_19_yearly,usda_mcp_f_19_50_yearly,usda_mcp_f_20_34_yearly,usda_mcp_f_20_50_yearly,usda_mcp_f_20_54_yearly,usda_mcp_f_35_54_yearly,usda_mcp_f_51_70_yearly,usda_mcp_f_51_plus_yearly,usda_mcp_f_55_74_yearly,usda_mcp_f_55_plus_yearly,usda_mcp_f_71_plus_yearly,usda_mcp_f_75_plus_yearly,usda_mcp_f_nursing_yearly,usda_mcp_f_pregnant_yearly,usda_mcp_m_9_11_yearly,usda_mcp_m_12_13_yearly,usda_mcp_m_12_14_yearly,usda_mcp_m_14_18_yearly,usda_mcp_m_15_19_yearly,usda_mcp_m_19_50_yearly,usda_mcp_m_20_34_yearly,usda_mcp_m_20_50_yearly,usda_mcp_m_20_54_yearly,usda_mcp_m_35_54_yearly,usda_mcp_m_51_70_yearly,usda_mcp_m_51_plus_yearly,usda_mcp_m_55_74_yearly,usda_mcp_m_55_plus_yearly,usda_mcp_m_71_plus_yearly,usda_mcp_m_75_plus_yearly,usda_mcp_fam2_19_50_yearly,usda_mcp_fam2_20_35_yearly,usda_mcp_fam2_20_50_yearly,usda_mcp_fam2_20_54_yearly,usda_mcp_fam2_51_70_yearly,usda_mcp_fam2_51_plus_yearly,usda_mcp_fam2_55_75_yearly,usda_mcp_fam2_55_plus_yearly,usda_mcp_fam4_12_35_yearly,usda_mcp_fam4_2_35_yearly,usda_mcp_fam4_23_45_yearly,usda_mcp_fam4_68_911_yearly,usda_lib_c_7m_1_yearly,usda_lib_c_u1_yearly,usda_lib_c_1_yearly,usda_lib_c_1_2_yearly,usda_lib_c_2_yearly,usda_lib_c_2_3_yearly,usda_lib_c_3_5_yearly,usda_lib_c_4_5_yearly,usda_lib_c_6_8_yearly,usda_lib_c_9_11_yearly,usda_lib_f_9_11_yearly,usda_lib_f_12_13_yearly,usda_lib_f_12_14_yearly,usda_lib_f_12_19_yearly,usda_lib_f_14_18_yearly,usda_lib_f_15_19_yearly,usda_lib_f_19_50_yearly,usda_lib_f_20_34_yearly,usda_lib_f_20_50_yearly,usda_lib_f_20_54_yearly,usda_lib_f_35_54_yearly,usda_lib_f_51_70_yearly,usda_lib_f_51_plus_yearly,usda_lib_f_55_74_yearly,usda_lib_f_55_plus_yearly,usda_lib_f_71_plus_yearly,usda_lib_f_75_plus_yearly,usda_lib_f_nursing_yearly,usda_lib_f_pregnant_yearly,usda_lib_m_9_11_yearly,usda_lib_m_12_13_yearly,usda_lib_m_12_14_yearly,usda_lib_m_14_18_yearly,usda_lib_m_15_19_yearly,usda_lib_m_19_50_yearly,usda_lib_m_20_34_yearly,usda_lib_m_20_50_yearly,usda_lib_m_20_54_yearly,usda_lib_m_35_54_yearly,usda_lib_m_51_70_yearly,usda_lib_m_51_plus_yearly,usda_lib_m_55_74_yearly,usda_lib_m_55_plus_yearly,usda_lib_m_71_plus_yearly,usda_lib_m_75_plus_yearly,usda_lib_fam2_19_50_yearly,usda_lib_fam2_20_35_yearly,usda_lib_fam2_20_50_yearly,usda_lib_fam2_20_54_yearly,usda_lib_fam2_51_70_yearly,usda_lib_fam2_51_plus_yearly,usda_lib_fam2_55_75_yearly,usda_lib_fam2_55_plus_yearly,usda_lib_fam4_12_35_yearly,usda_lib_fam4_2_35_yearly,usda_lib_fam4_23_45_yearly,usda_lib_fam4_68_911_yearly,usda_tfp_c_6_8_yearly_ak,usda_tfp_c_9_11_yearly_ak,usda_tfp_m_20_50_yearly_ak,usda_tfp_f_20_50_yearly_ak,usda_tfp_fam2_20_50_yearly_ak,usda_tfp_fam4_68_911_yearly_ak,usda_tfp_c_6_8_yearly_hi,usda_tfp_c_9_11_yearly_hi,usda_tfp_m_20_50_yearly_hi,usda_tfp_f_20_50_yearly_hi,usda_tfp_fam2_20_50_yearly_hi,usda_tfp_fam4_68_911_yearly_hi,usda_tfp_c_7m_1_yearly_hi,usda_tfp_c_1_yearly_hi,usda_tfp_c_1_2_yearly_hi,usda_tfp_c_2_yearly_hi,usda_tfp_c_2_3_yearly_hi,usda_tfp_c_3_5_yearly_hi,usda_tfp_c_4_5_yearly_hi,usda_tfp_m_12_13_yearly_hi,usda_tfp_m_12_14_yearly_hi,usda_tfp_m_14_18_yearly_hi,usda_tfp_m_15_19_yearly_hi,usda_tfp_m_19_50_yearly_hi,usda_tfp_m_20_54_yearly_hi,usda_tfp_m_51_70_yearly_hi,usda_tfp_m_51_plus_yearly_hi,usda_tfp_m_55_plus_yearly_hi,usda_tfp_m_71_plus_yearly_hi,usda_tfp_f_12_13_yearly_hi,usda_tfp_f_12_19_yearly_hi,usda_tfp_f_14_18_yearly_hi,usda_tfp_f_19_50_yearly_hi,usda_tfp_f_20_54_yearly_hi,usda_tfp_f_51_70_yearly_hi,usda_tfp_f_51_plus_yearly_hi,usda_tfp_f_55_plus_yearly_hi,usda_tfp_f_71_plus_yearly_hi,usda_tfp_f_nursing_yearly_hi,usda_tfp_f_pregnant_yearly_hi,usda_lcp_c_6_8_yearly_hi,usda_lcp_c_9_11_yearly_hi,usda_lcp_m_20_50_yearly_hi,usda_lcp_f_20_50_yearly_hi,usda_lcp_fam2_20_50_yearly_hi,usda_lcp_fam4_68_911_yearly_hi,usda_lcp_c_7m_1_yearly_hi,usda_lcp_c_1_yearly_hi,usda_lcp_c_1_2_yearly_hi,usda_lcp_c_2_yearly_hi,usda_lcp_c_2_3_yearly_hi,usda_lcp_c_3_5_yearly_hi,usda_lcp_c_4_5_yearly_hi,usda_lcp_m_12_13_yearly_hi,usda_lcp_m_12_14_yearly_hi,usda_lcp_m_14_18_yearly_hi,usda_lcp_m_15_19_yearly_hi,usda_lcp_m_19_50_yearly_hi,usda_lcp_m_20_54_yearly_hi,usda_lcp_m_51_70_yearly_hi,usda_lcp_m_51_plus_yearly_hi,usda_lcp_m_55_plus_yearly_hi,usda_lcp_m_71_plus_yearly_hi,usda_lcp_f_12_13_yearly_hi,usda_lcp_f_12_19_yearly_hi,usda_lcp_f_14_18_yearly_hi,usda_lcp_f_19_50_yearly_hi,usda_lcp_f_20_54_yearly_hi,usda_lcp_f_51_70_yearly_hi,usda_lcp_f_51_plus_yearly_hi,usda_lcp_f_55_plus_yearly_hi,usda_lcp_f_71_plus_yearly_hi,usda_lcp_f_nursing_yearly_hi,usda_lcp_f_pregnant_yearly_hi,usda_mcp_c_6_8_yearly_hi,usda_mcp_c_9_11_yearly_hi,usda_mcp_m_20_50_yearly_hi,usda_mcp_f_20_50_yearly_hi,usda_mcp_fam2_20_50_yearly_hi,usda_mcp_fam4_68_911_yearly_hi,usda_mcp_c_7m_1_yearly_hi,usda_mcp_c_1_yearly_hi,usda_mcp_c_1_2_yearly_hi,usda_mcp_c_2_yearly_hi,usda_mcp_c_2_3_yearly_hi,usda_mcp_c_3_5_yearly_hi,usda_mcp_c_4_5_yearly_hi,usda_mcp_m_12_13_yearly_hi,usda_mcp_m_12_14_yearly_hi,usda_mcp_m_14_18_yearly_hi,usda_mcp_m_15_19_yearly_hi,usda_mcp_m_19_50_yearly_hi,usda_mcp_m_20_54_yearly_hi,usda_mcp_m_51_70_yearly_hi,usda_mcp_m_51_plus_yearly_hi,usda_mcp_m_55_plus_yearly_hi,usda_mcp_m_71_plus_yearly_hi,usda_mcp_f_12_13_yearly_hi,usda_mcp_f_12_19_yearly_hi,usda_mcp_f_14_18_yearly_hi,usda_mcp_f_19_50_yearly_hi,usda_mcp_f_20_54_yearly_hi,usda_mcp_f_51_70_yearly_hi,usda_mcp_f_51_plus_yearly_hi,usda_mcp_f_55_plus_yearly_hi,usda_mcp_f_71_plus_yearly_hi,usda_mcp_f_nursing_yearly_hi,usda_mcp_f_pregnant_yearly_hi,usda_lib_c_6_8_yearly_hi,usda_lib_c_9_11_yearly_hi,usda_lib_m_20_50_yearly_hi,usda_lib_f_20_50_yearly_hi,usda_lib_fam2_20_50_yearly_hi,usda_lib_fam4_68_911_yearly_hi,usda_lib_c_7m_1_yearly_hi,usda_lib_c_1_yearly_hi,usda_lib_c_1_2_yearly_hi,usda_lib_c_2_yearly_hi,usda_lib_c_2_3_yearly_hi,usda_lib_c_3_5_yearly_hi,usda_lib_c_4_5_yearly_hi,usda_lib_m_12_13_yearly_hi,usda_lib_m_12_14_yearly_hi,usda_lib_m_14_18_yearly_hi,usda_lib_m_15_19_yearly_hi,usda_lib_m_19_50_yearly_hi,usda_lib_m_20_54_yearly_hi,usda_lib_m_51_70_yearly_hi,usda_lib_m_51_plus_yearly_hi,usda_lib_m_55_plus_yearly_hi,usda_lib_m_71_plus_yearly_hi,usda_lib_f_12_13_yearly_hi,usda_lib_f_12_19_yearly_hi,usda_lib_f_14_18_yearly_hi,usda_lib_f_19_50_yearly_hi,usda_lib_f_20_54_yearly_hi,usda_lib_f_51_70_yearly_hi,usda_lib_f_51_plus_yearly_hi,usda_lib_f_55_plus_yearly_hi,usda_lib_f_71_plus_yearly_hi,usda_lib_f_nursing_yearly_hi,usda_lib_f_pregnant_yearly_hi,usda_tfp_c_7m_1_yearly_ak,usda_tfp_c_1_yearly_ak,usda_tfp_c_1_2_yearly_ak,usda_tfp_c_2_yearly_ak,usda_tfp_c_2_3_yearly_ak,usda_tfp_c_3_5_yearly_ak,usda_tfp_c_4_5_yearly_ak,usda_tfp_m_12_13_yearly_ak,usda_tfp_m_12_14_yearly_ak,usda_tfp_m_14_18_yearly_ak,usda_tfp_m_15_19_yearly_ak,usda_tfp_m_19_50_yearly_ak,usda_tfp_m_20_54_yearly_ak,usda_tfp_m_51_70_yearly_ak,usda_tfp_m_51_plus_yearly_ak,usda_tfp_m_55_plus_yearly_ak,usda_tfp_m_71_plus_yearly_ak,usda_tfp_f_12_13_yearly_ak,usda_tfp_f_12_19_yearly_ak,usda_tfp_f_14_18_yearly_ak,usda_tfp_f_19_50_yearly_ak,usda_tfp_f_20_54_yearly_ak,usda_tfp_f_51_70_yearly_ak,usda_tfp_f_51_plus_yearly_ak,usda_tfp_f_55_plus_yearly_ak,usda_tfp_f_71_plus_yearly_ak,usda_tfp_f_nursing_yearly_ak,usda_tfp_f_pregnant_yearly_ak,usda_lcp_c_6_8_yearly_ak,usda_lcp_c_9_11_yearly_ak,usda_lcp_m_20_50_yearly_ak,usda_lcp_f_20_50_yearly_ak,usda_lcp_fam2_20_50_yearly_ak,usda_lcp_fam4_68_911_yearly_ak,usda_lcp_c_7m_1_yearly_ak,usda_lcp_c_1_yearly_ak,usda_lcp_c_1_2_yearly_ak,usda_lcp_c_2_yearly_ak,usda_lcp_c_2_3_yearly_ak,usda_lcp_c_3_5_yearly_ak,usda_lcp_c_4_5_yearly_ak,usda_lcp_m_12_13_yearly_ak,usda_lcp_m_12_14_yearly_ak,usda_lcp_m_14_18_yearly_ak,usda_lcp_m_15_19_yearly_ak,usda_lcp_m_19_50_yearly_ak,usda_lcp_m_20_54_yearly_ak,usda_lcp_m_51_70_yearly_ak,usda_lcp_m_51_plus_yearly_ak,usda_lcp_m_55_plus_yearly_ak,usda_lcp_m_71_plus_yearly_ak,usda_lcp_f_12_13_yearly_ak,usda_lcp_f_12_19_yearly_ak,usda_lcp_f_14_18_yearly_ak,usda_lcp_f_19_50_yearly_ak,usda_lcp_f_20_54_yearly_ak,usda_lcp_f_51_70_yearly_ak,usda_lcp_f_51_plus_yearly_ak,usda_lcp_f_55_plus_yearly_ak,usda_lcp_f_71_plus_yearly_ak,usda_lcp_f_nursing_yearly_ak,usda_lcp_f_pregnant_yearly_ak,usda_mcp_c_6_8_yearly_ak,usda_mcp_c_9_11_yearly_ak,usda_mcp_m_20_50_yearly_ak,usda_mcp_f_20_50_yearly_ak,usda_mcp_fam2_20_50_yearly_ak,usda_mcp_fam4_68_911_yearly_ak,usda_mcp_c_7m_1_yearly_ak,usda_mcp_c_1_yearly_ak,usda_mcp_c_1_2_yearly_ak,usda_mcp_c_2_yearly_ak,usda_mcp_c_2_3_yearly_ak,usda_mcp_c_3_5_yearly_ak,usda_mcp_c_4_5_yearly_ak,usda_mcp_m_12_13_yearly_ak,usda_mcp_m_12_14_yearly_ak,usda_mcp_m_14_18_yearly_ak,usda_mcp_m_15_19_yearly_ak,usda_mcp_m_19_50_yearly_ak,usda_mcp_m_20_54_yearly_ak,usda_mcp_m_51_70_yearly_ak,usda_mcp_m_51_plus_yearly_ak,usda_mcp_m_55_plus_yearly_ak,usda_mcp_m_71_plus_yearly_ak,usda_mcp_f_12_13_yearly_ak,usda_mcp_f_12_19_yearly_ak,usda_mcp_f_14_18_yearly_ak,usda_mcp_f_19_50_yearly_ak,usda_mcp_f_20_54_yearly_ak,usda_mcp_f_51_70_yearly_ak,usda_mcp_f_51_plus_yearly_ak,usda_mcp_f_55_plus_yearly_ak,usda_mcp_f_71_plus_yearly_ak,usda_mcp_f_nursing_yearly_ak,usda_mcp_f_pregnant_yearly_ak,usda_lib_c_6_8_yearly_ak,usda_lib_c_9_11_yearly_ak,usda_lib_m_20_50_yearly_ak,usda_lib_f_20_50_yearly_ak,usda_lib_fam2_20_50_yearly_ak,usda_lib_fam4_68_911_yearly_ak,usda_lib_c_7m_1_yearly_ak,usda_lib_c_1_yearly_ak,usda_lib_c_1_2_yearly_ak,usda_lib_c_2_yearly_ak,usda_lib_c_2_3_yearly_ak,usda_lib_c_3_5_yearly_ak,usda_lib_c_4_5_yearly_ak,usda_lib_m_12_13_yearly_ak,usda_lib_m_12_14_yearly_ak,usda_lib_m_14_18_yearly_ak,usda_lib_m_15_19_yearly_ak,usda_lib_m_19_50_yearly_ak,usda_lib_m_20_54_yearly_ak,usda_lib_m_51_70_yearly_ak,usda_lib_m_51_plus_yearly_ak,usda_lib_m_55_plus_yearly_ak,usda_lib_m_71_plus_yearly_ak,usda_lib_f_12_13_yearly_ak,usda_lib_f_12_19_yearly_ak,usda_lib_f_14_18_yearly_ak,usda_lib_f_19_50_yearly_ak,usda_lib_f_20_54_yearly_ak,usda_lib_f_51_70_yearly_ak,usda_lib_f_51_plus_yearly_ak,usda_lib_f_55_plus_yearly_ak,usda_lib_f_71_plus_yearly_ak,usda_lib_f_nursing_yearly_ak,usda_lib_f_pregnant_yearly_ak
1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,198,,,229.2,,276,,313.20001,,344.39999,,,364.79999,,328.79999,,,313.20001,,,271.20001,,,244.8,453.60001,391.20001,318,,370.79999,,433.20001,,370.79999,,,344.39999,,,313.20001,,,292.79999,,766.79999,,,,,642,,1126.8,,,1293.6,,204,,255.60001,,,308.39999,,364.79999,,422.39999,,464.39999,,,475.20001,,438,,,417.60001,,,364.79999,,,328.79999,584.40002,506.39999,428.39999,,506.39999,,579.59998,,500.39999,,,464.39999,,,428.39999,,,412.79999,,1033.2,,,,,871.20001,,1502.4,,,1732.8,,219.60001,,292.79999,,,349.20001,,438,,469.20001,,537.59998,,,537.59998,,495.60001,,,480,,,412.79999,,,380.39999,646.79999,568.79999,490.79999,,573.59998,,662.40002,,589.20001,,,537.59998,,,484.79999,,,464.39999,,1195.2,,,,,986.40002,,1726.8,,,2013.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.10001,,196.89999,,,230.60001,,277.69998,,317.89999,,347.39999,,,365,,331.79999,,,318.60001,,,272.29999,,,248.10001,454.89999,395.70001,323.29999,,372.79999,,439.89999,,377.20001,,,350.79999,,,317.10001,,,296.70001,,780,,,,,648.29999,,1136.5,,,1310,,200.90001,,255.5,,,308.29999,,370.39999,,426,,469.39999,,,478.79999,,441.29999,,,423.60001,,,368.70001,,,328.89999,588.79999,512.90002,434,,513.40002,,585.5,,505.20001,,,467,,,430.70001,,,415.10001,,1041.5,,,,,879.5,,1510.3,,,1751,,216.39999,,292.79999,,,353.10001,,441.5,,476,,543.20001,,,541.59998,,503.20001,,,485.60001,,,417.89999,,,382.5,652.09998,575.90002,498.19998,,582.59998,,669,,595.20001,,,543,,,490.29999,,,471.79999,,1208.1,,,,,999.09998,,1744.3,,,2038.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5,,207.2,,,242.2,,290.10001,,333.39999,,363.60001,,,381.89999,,347.39999,,,334.29999,,,284.60001,,,259.70001,475.20001,415.29999,339,,389.5,,458.70001,,393.70001,,,366.5,,,331.5,,,310,,815.29999,,,,,677.5,,1190.5,,,1370.2,,211.60001,,269.10001,,,323.29999,,388.29999,,446.5,,492.39999,,,501.5,,462.60001,,,445.20001,,,386.20001,,,344.29999,615.70001,537.90002,454.79999,,537.5,,611.20001,,527.09998,,,491.20001,,,449.70001,,,433.79999,,1087.9,,,,,919.5,,1581.5,,,1832.2001,,227.5,,308.70001,,,371.79999,,463.20001,,499.79999,,570.09998,,,567.40002,,527.29999,,,509.39999,,,438.10001,,,401.19998,682.20001,604.20001,522.5,,610.09998,,698.70001,,621.5,,,567.59998,,,512.5,,,494.20001,,1263.5,,,,,1045.5,,1829.3,,,2134.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.64999,,208.89999,,,245.52501,,294.57501,,338.54999,,370.625,,,386.27499,,350.375,,,336.82501,,,287.10001,,,261.79999,482.57501,418.95001,345.07501,,398.25,,466.125,,398.75,,,370.79999,,,334.60001,,,312.82501,,824.22498,,,,,683.42499,,1204.325,,,1389.725,,211.95,,270.07501,,,325.72501,,391.22501,,448.57501,,496.5,,,502.375,,460.89999,,,443.92499,,,384.85001,,,342.85001,618.79999,537.875,457.14999,,542.97498,,614.17499,,528.72498,,,491.60001,,,448.72501,,,432.95001,,1088.975,,,,,917.32501,,1584.65,,,1838,,229.02499,,309.875,,,375.22501,,468.77499,,504.70001,,576.375,,,571.45001,,530.5,,,512.15002,,,438.64999,,,401.35001,689.875,608.25,528.375,,618.92499,,706.34998,,627.75,,,572.35004,,,515.75,,,497.22501,,1274.25,,,,,1050.675,,1843.35,,,2155.3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.72501,,215.625,,,257.17499,,311.97501,,355.64999,,392.22501,,,400.60001,,366.75,,,351.39999,,,298.45001,,,270.92499,506.85001,436.75,364.70001,,426.32501,,492.02499,,423.39999,,,393.47501,,,349.89999,,,327.04999,,869.375,,,,,713.29999,,1263.075,,,1467.85,,212.77499,,271.20001,,,331.04999,,400.67499,,458.97501,,508.39999,,,505.75,,466.97501,,,449.10001,,,386.54999,,,344.02499,629.34998,545.375,468.45001,,559.54999,,625.45001,,539.90002,,,501.27499,,,453.72501,,,436.875,,1107.35,,,,,924.97498,,1609,,,1876,,236.425,,322,,,393.77499,,495.82501,,533.25,,610.29999,,,596.67499,,558.02502,,,537.70001,,,457.35001,,,417.47501,731.02502,639.82501,561.59998,,662.02502,,748.89996,,668.40002,,,608.375,,,544.22498,,,522.82501,,1349.125,,,,,1101.85,,1942.2,,,2283.8501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.75,,226.05,,,269.29999,,327.35001,,372.875,,410.42499,,,418.875,,385.10001,,,369.32501,,,312.95001,,,284.10001,531.02502,458.27499,381.57501,,446.64999,,515.20001,,444.29999,,,413.04999,,,367.04999,,,343,,912.52502,,,,,748.375,,1324.75,,,1538.45,,222.27499,,284.52499,,,347.02499,,420.54999,,482.625,,534.5,,,530,,491.25,,,473.07501,,,407.10001,,,361.52499,660.02502,573,492.39999,,587.70001,,655.17499,,567.29999,,,526.57501,,,476.97501,,,459.10001,,1164.225,,,,,972.90002,,1690.1,,,1971.5,,249.5,,340.60001,,,416.35001,,525.5,,565.02502,,647.72498,,,631.34998,,592.59998,,,570.95001,,,485.72501,,,442.72501,773.375,679.02502,595.07501,,702.125,,791.54999,,708.47498,,,644.72498,,,577.25,,,554.57501,,1430.8,,,,,1169.55,,2058.0249,,,2421.6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
